failedPasswords,failedCodes,requestsPerMinute,mouseMovements,keystrokeAvgMs,isProxy,isHosting,hasSuspiciousUA,isOffHoursIST,previousBlocks,timeOnPageSeconds,scrollEvents,pageViews,isAttacker,scenario
5,0,23,2,,False,False,True,True,0,0.6,2,1,1,credential_stuffing_bot
0,0,6,189,313.8,False,False,False,False,0,13.8,8,3,0,casual_legit
1,0,4,182,330.7,True,False,False,True,1,46.5,6,2,0,legit_on_vpn
0,0,61,1,,False,False,False,False,0,0.7,1,14,1,scraper_bot
0,0,15,0,,False,True,True,False,0,1.6,0,8,1,scraper_bot
2,3,23,7,53.5,False,False,True,True,1,35.4,1,5,1,repeat_offender
7,0,45,1,,False,True,True,False,0,0.3,1,1,1,credential_stuffing_bot
0,0,3,28,311.6,False,False,False,False,0,24.2,6,2,0,mobile_legit
0,0,6,62,294.6,True,False,False,False,0,13.8,7,2,0,legit_on_vpn
2,2,10,10,95.2,True,True,False,False,2,2.3,2,1,1,repeat_offender
0,0,3,30,393.3,True,False,False,False,0,22.4,11,2,0,mobile_legit
0,0,2,84,258.7,False,False,False,False,0,36.2,10,5,0,casual_legit
0,0,3,248,264.3,False,False,False,False,0,35.0,11,2,0,casual_legit
1,0,6,177,145.8,False,False,False,False,0,22.6,11,2,0,legit_password_typo
0,0,5,17,256.9,True,False,False,False,0,145.0,5,2,0,legit_on_vpn
0,1,35,6,,True,False,False,False,4,7.3,0,6,1,repeat_offender
0,0,4,179,182.2,True,False,False,False,0,36.7,13,2,0,legit_on_vpn
1,0,3,73,214.2,True,False,False,False,0,55.7,8,5,0,legit_on_vpn
0,0,0,18,379.8,False,False,False,False,0,6.4,4,2,0,mobile_legit
0,1,43,0,,False,True,True,False,0,0.5,1,18,1,scraper_bot
4,1,34,0,,True,True,False,False,0,2.6,0,1,1,credential_stuffing_bot
2,0,19,0,26.8,False,False,False,True,1,1.0,0,2,1,credential_stuffing_bot
0,0,4,227,263.7,False,False,False,True,0,27.7,10,3,0,casual_legit
0,0,2,293,315.2,False,False,False,False,0,24.9,7,4,0,casual_legit
0,1,0,177,155.3,False,False,False,False,0,30.1,14,1,0,casual_legit
3,3,13,223,,False,False,False,True,1,8.8,12,2,1,careful_human_attacker
0,0,2,180,166.8,False,False,False,False,0,24.3,11,2,0,casual_legit
0,0,0,242,119.0,False,False,False,False,0,9.5,13,3,0,casual_legit
0,0,22,1,15.0,False,False,True,False,0,1.8,2,12,1,scraper_bot
0,0,2,155,209.5,False,False,False,False,0,100.0,15,1,0,casual_legit
0,0,51,1,,False,True,False,False,0,0.8,1,14,1,scraper_bot
3,2,18,100,282.6,True,False,True,False,0,10.4,6,4,1,careful_human_attacker
1,0,28,0,,True,True,True,True,1,0.4,0,20,1,scraper_bot
6,0,21,0,45.5,False,False,False,False,1,3.0,1,2,1,credential_stuffing_bot
3,0,15,0,,False,False,True,False,0,4.5,0,2,1,credential_stuffing_bot
1,0,3,47,115.7,False,False,False,False,0,26.1,13,4,0,casual_legit
1,0,30,1,,False,True,False,False,1,0.4,0,20,1,scraper_bot
2,0,5,175,183.3,True,False,False,False,0,17.9,17,4,0,legit_password_typo
2,0,39,0,40.7,False,True,False,False,2,2.7,0,2,1,credential_stuffing_bot
0,0,1,151,191.8,False,False,True,False,0,28.5,11,3,0,casual_legit
0,0,0,0,200.4,False,False,False,False,0,52.9,4,2,0,mobile_legit
1,1,10,133,251.4,True,True,False,False,0,18.1,5,5,1,careful_human_attacker
0,0,2,254,198.7,False,False,False,False,0,26.4,6,2,0,casual_legit
0,0,40,1,,False,True,True,False,1,1.9,0,16,1,scraper_bot
5,0,23,9,74.9,False,True,True,True,3,2.1,3,2,1,repeat_offender
0,0,3,12,241.5,False,False,False,False,0,15.3,6,2,0,mobile_legit
1,0,3,233,215.3,False,False,False,False,0,30.9,4,1,0,casual_legit
0,0,1,204,273.0,False,False,False,False,0,11.6,8,2,0,casual_legit
0,0,6,228,199.5,True,False,False,False,1,36.3,11,3,0,casual_legit
1,0,11,7,,True,False,False,False,0,5.2,3,1,1,repeat_offender
0,0,0,186,183.2,False,False,False,False,0,40.7,13,2,0,casual_legit
0,0,1,193,238.3,False,False,False,False,0,36.9,7,2,0,casual_legit
2,0,27,0,,False,False,True,False,0,2.7,1,16,1,scraper_bot
0,0,2,150,232.6,False,False,False,False,0,37.6,5,2,0,casual_legit
2,0,12,178,246.3,True,False,False,True,1,27.8,5,2,1,careful_human_attacker
0,0,4,263,299.7,True,False,False,False,0,23.0,12,5,0,casual_legit
0,0,0,23,356.6,False,False,False,False,0,97.7,4,4,0,mobile_legit
0,0,5,75,274.7,False,False,False,False,0,23.8,8,2,0,casual_legit
1,0,22,13,,False,True,False,True,2,1.3,4,7,0,repeat_offender
1,0,25,0,62.9,True,True,False,False,2,1.6,1,17,1,scraper_bot
0,0,4,210,170.9,False,False,False,False,0,42.8,9,2,0,casual_legit
4,1,7,91,107.4,False,True,False,True,1,6.6,5,5,1,careful_human_attacker
1,0,2,172,277.5,False,False,False,False,0,165.1,16,3,1,legit_password_typo
0,0,1,210,228.8,False,False,False,False,0,20.2,5,4,0,casual_legit
0,0,3,14,295.3,False,False,False,False,0,94.9,5,2,0,mobile_legit
3,3,12,159,254.2,False,False,False,False,0,94.0,7,6,1,careful_human_attacker
0,0,3,237,237.2,False,False,False,False,0,5.6,7,4,0,casual_legit
0,0,9,167,,True,False,False,False,0,8.0,9,3,0,legit_on_vpn
0,0,3,155,209.2,True,False,False,False,0,6.3,7,3,0,casual_legit
0,0,3,156,,False,False,False,False,0,41.2,10,4,0,casual_legit
2,1,8,7,157.9,True,False,True,False,3,13.3,0,4,1,repeat_offender
0,0,3,20,,False,False,False,False,0,5.8,7,2,0,mobile_legit
0,0,2,248,199.6,True,False,False,False,0,86.0,6,2,0,casual_legit
1,0,40,0,15.0,False,True,False,False,0,1.6,0,18,1,scraper_bot
0,0,3,187,232.6,False,False,False,False,0,5.1,8,2,0,casual_legit
2,1,14,125,294.2,False,False,False,False,0,26.0,8,2,1,careful_human_attacker
0,0,3,263,306.0,False,False,False,False,0,6.7,9,2,0,casual_legit
2,0,12,0,50.4,False,True,True,False,0,0.5,0,2,1,credential_stuffing_bot
2,1,28,1,45.3,True,True,True,False,2,0.8,0,2,1,credential_stuffing_bot
3,0,8,1,,True,False,False,True,2,1.8,1,1,1,credential_stuffing_bot
0,0,1,269,231.6,False,False,False,True,0,46.8,14,4,0,casual_legit
0,0,18,0,54.6,False,False,True,True,1,2.7,1,8,1,scraper_bot
0,0,36,0,,False,True,False,False,0,4.1,0,14,1,scraper_bot
0,0,1,0,225.1,False,False,False,False,0,28.6,8,2,0,mobile_legit
0,0,0,9,,False,False,False,False,0,46.7,8,1,0,mobile_legit
5,1,29,2,33.4,False,False,True,True,0,2.4,0,2,1,credential_stuffing_bot
0,0,2,1,255.2,False,False,False,True,0,12.8,8,1,0,mobile_legit
2,0,65,0,,False,False,True,False,3,2.1,0,14,1,scraper_bot
3,1,10,81,215.9,False,False,True,False,0,13.9,3,4,1,careful_human_attacker
0,0,42,1,,True,True,False,False,0,2.4,1,15,1,scraper_bot
1,0,0,34,303.3,False,False,False,False,0,21.4,10,3,0,mobile_legit
0,0,4,191,220.6,False,False,False,False,0,31.5,9,2,0,casual_legit
0,0,4,271,204.2,False,False,False,False,0,5.9,6,3,0,casual_legit
0,0,1,144,225.7,False,False,False,False,0,20.7,6,2,0,casual_legit
0,0,24,0,,False,True,True,False,0,5.6,0,11,1,scraper_bot
0,2,14,4,,True,False,False,False,1,1.7,4,4,1,repeat_offender
5,1,10,5,26.0,False,False,False,True,3,2.6,5,3,1,repeat_offender
0,0,3,130,270.8,False,False,False,False,0,94.0,13,3,0,casual_legit
0,0,2,5,278.8,False,False,False,False,0,86.7,4,4,0,mobile_legit
0,0,3,226,237.9,False,False,False,False,0,20.1,13,2,0,casual_legit
1,0,4,218,219.3,False,False,True,False,0,62.4,7,3,0,legit_password_typo
3,2,20,8,97.8,False,False,False,True,0,16.0,1,5,1,repeat_offender
1,0,16,0,41.5,False,True,False,True,2,0.9,0,21,1,scraper_bot
1,0,11,94,203.6,True,False,True,True,2,30.8,7,5,1,careful_human_attacker
0,1,1,196,174.5,False,False,False,False,0,5.1,4,1,0,casual_legit
0,0,1,20,324.4,False,False,False,False,0,15.2,5,3,0,mobile_legit
0,0,3,87,226.4,False,False,False,False,0,8.9,9,2,0,casual_legit
1,1,12,0,,True,True,True,True,1,2.3,1,19,1,scraper_bot
0,0,3,0,201.8,True,False,False,False,0,14.0,6,1,0,mobile_legit
6,1,30,0,32.4,True,True,False,True,0,0.6,0,2,1,credential_stuffing_bot
0,0,4,53,275.1,False,False,False,False,0,142.9,7,2,0,casual_legit
0,0,3,145,221.4,False,False,False,False,0,10.2,5,5,0,casual_legit
3,0,7,55,103.5,False,False,False,False,2,79.2,8,3,1,careful_human_attacker
2,1,0,150,241.6,True,False,False,True,1,34.5,7,5,1,careful_human_attacker
0,0,0,158,183.0,False,False,False,True,0,12.0,10,2,1,legit_on_vpn
2,3,8,136,162.0,False,False,False,True,1,22.6,8,5,1,careful_human_attacker
0,0,46,0,,False,True,True,False,0,0.8,0,15,1,scraper_bot
0,0,5,216,182.0,True,False,False,False,0,15.4,8,1,0,legit_on_vpn
1,0,1,171,158.1,False,False,False,False,0,7.4,10,2,0,casual_legit
1,0,5,175,223.4,False,False,False,False,0,60.1,3,2,0,casual_legit
0,0,2,129,302.2,False,False,False,False,0,21.5,7,2,0,casual_legit
1,0,2,117,173.6,False,False,True,False,0,30.0,10,2,0,casual_legit
0,1,3,198,224.6,False,False,False,False,0,34.7,11,4,0,casual_legit
5,0,38,0,,False,True,True,False,1,1.1,0,1,1,credential_stuffing_bot
0,0,4,226,254.2,False,False,False,True,0,20.7,11,3,0,casual_legit
1,0,2,205,220.6,False,False,False,False,0,77.3,8,2,0,casual_legit
0,0,2,30,432.6,False,False,False,True,0,30.4,3,3,1,mobile_legit
0,0,3,213,251.1,False,False,False,False,0,59.8,9,3,0,casual_legit
2,0,20,2,,False,False,True,False,2,0.9,0,1,1,credential_stuffing_bot
0,0,3,0,57.4,False,True,True,False,0,2.4,0,17,1,scraper_bot
1,2,19,7,83.4,False,False,False,False,2,3.0,3,3,1,repeat_offender
0,0,4,290,285.3,False,False,False,False,0,16.2,12,1,0,casual_legit
5,2,9,90,220.8,False,False,False,False,0,18.6,7,4,1,careful_human_attacker
1,1,14,10,76.7,False,False,True,True,1,1.7,5,4,1,repeat_offender
7,0,25,0,,False,True,True,False,1,0.4,0,2,1,credential_stuffing_bot
0,0,4,157,203.9,False,False,False,True,0,59.4,13,2,0,casual_legit
0,0,6,249,206.5,False,False,False,False,0,92.4,12,2,0,casual_legit
4,1,41,1,,False,False,True,False,1,3.8,0,1,1,credential_stuffing_bot
5,2,31,1,69.2,True,False,False,False,0,1.3,0,3,1,credential_stuffing_bot
0,1,6,7,44.2,True,False,False,False,1,1.4,2,4,1,repeat_offender
0,0,4,316,245.9,False,True,False,False,0,28.7,9,1,0,casual_legit
0,1,2,167,221.7,False,False,False,False,0,31.8,11,7,0,casual_legit
0,0,3,271,260.4,False,False,False,False,0,12.6,11,3,0,casual_legit
0,0,3,98,212.4,False,False,False,False,0,65.2,10,1,1,casual_legit
0,0,1,206,264.6,False,False,False,False,0,44.7,14,2,0,casual_legit
0,0,6,191,211.9,True,False,False,False,0,31.5,5,4,0,legit_on_vpn
0,0,4,219,174.0,False,False,False,False,0,15.4,5,1,0,casual_legit
0,0,1,21,340.1,False,False,False,False,0,53.9,6,1,0,mobile_legit
0,0,1,172,129.1,False,False,False,False,0,22.6,9,1,0,casual_legit
0,0,6,73,208.0,False,False,False,False,0,29.1,13,2,0,casual_legit
0,0,3,157,124.1,True,False,False,False,0,50.7,9,2,0,casual_legit
4,0,37,0,,False,True,True,False,0,0.7,0,1,1,credential_stuffing_bot
4,0,24,0,66.6,False,False,True,True,0,2.3,0,1,1,credential_stuffing_bot
0,0,1,149,217.6,False,False,False,False,0,43.5,6,1,0,casual_legit
2,0,4,214,212.9,False,False,False,False,0,41.6,10,4,0,legit_password_typo
0,0,2,34,292.2,False,False,False,False,0,32.4,5,3,0,mobile_legit
0,0,3,187,158.3,True,False,False,False,0,61.1,10,3,0,casual_legit
0,0,2,102,283.8,False,False,False,False,0,34.9,4,3,0,casual_legit
1,0,3,253,270.4,True,False,False,False,0,11.1,5,1,0,casual_legit
0,0,3,157,223.0,True,False,False,False,0,31.6,7,3,1,legit_on_vpn
0,0,2,105,190.3,True,False,False,False,0,12.2,14,2,0,legit_on_vpn
0,0,2,12,371.1,False,False,False,False,0,61.6,5,1,0,mobile_legit
6,2,23,1,57.5,True,True,True,False,2,1.9,0,1,1,credential_stuffing_bot
1,0,3,12,329.8,False,False,False,False,0,38.0,6,4,0,mobile_legit
0,0,2,35,,False,False,False,False,0,10.5,4,2,0,mobile_legit
0,0,4,42,226.3,False,False,False,False,0,21.7,7,1,0,mobile_legit
2,0,32,1,27.4,True,True,True,False,1,2.5,0,1,1,credential_stuffing_bot
1,0,4,210,198.7,False,False,False,False,0,27.2,13,1,0,casual_legit
0,2,4,115,196.0,True,False,False,False,0,14.8,9,2,0,legit_on_vpn
0,0,5,146,318.5,False,False,False,False,0,12.3,10,2,0,casual_legit
0,0,5,120,233.9,False,False,False,False,0,89.5,3,2,0,casual_legit
4,0,28,1,36.5,False,True,True,False,0,0.7,0,1,1,credential_stuffing_bot
2,0,0,208,286.8,True,False,False,True,0,17.6,4,2,0,legit_on_vpn
3,1,0,158,47.6,False,False,True,True,1,29.7,5,1,1,careful_human_attacker
2,3,4,229,191.3,False,False,False,False,1,5.9,8,5,1,careful_human_attacker
0,0,1,133,146.0,True,False,False,False,0,20.1,12,2,0,legit_on_vpn
5,3,11,128,269.2,False,False,False,False,0,13.2,6,7,1,careful_human_attacker
4,1,2,174,186.1,False,False,False,False,0,20.8,7,4,1,careful_human_attacker
2,2,24,0,,False,False,True,False,0,0.7,0,1,1,credential_stuffing_bot
0,0,3,214,349.5,False,False,False,False,0,85.4,7,2,0,casual_legit
1,2,14,8,111.4,True,False,True,True,0,3.7,1,7,1,repeat_offender
1,0,4,41,206.4,False,False,False,False,0,11.6,5,4,0,legit_password_typo
8,1,11,0,55.3,False,True,False,False,0,0.6,0,1,1,credential_stuffing_bot
1,0,2,66,281.0,False,False,False,False,0,8.3,10,2,0,legit_password_typo
6,3,9,79,207.2,True,False,False,True,0,88.4,5,2,1,careful_human_attacker
0,0,4,241,265.3,False,False,False,False,0,34.5,10,2,0,casual_legit
0,0,3,234,196.4,False,False,False,False,0,18.0,12,3,0,casual_legit
2,1,6,155,176.6,True,False,True,True,0,14.7,3,2,1,careful_human_attacker
0,0,5,142,184.1,True,False,False,False,0,16.4,11,2,0,legit_on_vpn
0,0,33,0,22.8,False,True,True,False,0,0.7,0,12,1,scraper_bot
0,0,27,8,,True,False,False,True,4,3.7,1,8,0,repeat_offender
0,0,1,3,287.6,False,False,False,True,0,23.8,6,1,0,mobile_legit
5,2,10,1,15.0,False,False,False,False,1,0.6,0,2,1,credential_stuffing_bot
0,0,6,5,258.6,False,False,False,True,0,28.9,4,2,0,mobile_legit
0,0,3,1,,False,False,False,False,0,56.7,7,3,0,mobile_legit
0,0,4,92,220.2,False,False,False,False,0,27.4,13,3,0,legit_password_typo
0,0,24,1,,False,True,True,False,1,1.2,1,18,1,scraper_bot
0,0,0,256,155.6,False,False,False,False,0,63.5,9,1,0,casual_legit
1,0,20,10,84.5,True,True,False,False,1,2.4,5,5,1,repeat_offender
2,1,40,0,31.5,False,True,True,True,0,1.0,0,1,1,credential_stuffing_bot
0,0,2,172,,False,False,False,False,0,41.7,11,2,0,casual_legit
1,0,6,0,82.9,True,False,False,False,0,3.8,0,13,1,scraper_bot
1,0,2,194,226.1,False,False,False,False,0,29.1,9,4,0,casual_legit
2,0,30,0,15.0,True,False,True,False,0,1.4,0,1,1,credential_stuffing_bot
5,2,25,0,17.5,False,True,True,True,1,0.5,1,3,1,credential_stuffing_bot
0,0,3,14,218.9,False,False,False,False,0,147.1,3,2,0,mobile_legit
3,0,8,7,,False,False,False,False,1,13.3,1,5,1,repeat_offender
0,0,1,145,215.5,False,False,False,False,0,9.9,7,3,0,casual_legit
0,0,7,250,215.5,False,False,False,False,0,16.3,9,1,0,casual_legit
4,1,6,10,15.0,True,False,False,False,3,4.6,0,2,1,repeat_offender
2,1,26,7,28.4,True,False,False,False,3,1.3,3,2,1,repeat_offender
1,1,11,9,,True,False,False,True,0,11.5,0,5,1,repeat_offender
0,0,1,174,186.4,False,False,False,False,0,11.6,7,2,0,casual_legit
0,0,3,99,262.7,False,False,False,True,0,22.4,4,2,0,casual_legit
0,0,1,253,202.9,True,False,False,True,0,19.5,11,1,0,legit_on_vpn
0,0,2,31,,False,False,False,False,0,9.9,8,5,0,mobile_legit
1,0,5,1,259.5,False,False,False,True,0,33.3,7,2,0,mobile_legit
0,0,7,250,193.1,False,False,False,False,0,22.8,5,4,0,casual_legit
0,0,3,220,151.1,False,False,False,False,0,32.4,7,1,0,casual_legit
0,0,4,18,194.7,False,False,False,False,0,25.6,6,3,0,mobile_legit
5,1,8,133,226.2,False,True,False,True,1,6.9,6,3,1,careful_human_attacker
3,0,26,0,,False,False,False,True,0,0.4,1,2,1,credential_stuffing_bot
0,0,5,7,207.5,False,False,False,False,0,12.6,5,3,0,mobile_legit
0,0,1,92,250.9,False,False,False,False,0,13.6,7,3,0,casual_legit
1,0,3,22,138.6,True,False,False,False,0,11.3,7,1,0,mobile_legit
0,0,1,213,243.7,False,False,False,False,0,25.0,7,2,0,casual_legit
0,0,3,262,229.5,False,False,False,False,0,36.9,5,2,0,casual_legit
3,0,22,2,,True,False,True,False,1,3.7,0,1,1,credential_stuffing_bot
0,0,3,12,287.1,False,False,False,True,0,5.3,6,2,0,mobile_legit
2,0,19,0,16.3,False,True,False,False,0,1.3,0,3,1,credential_stuffing_bot
1,0,3,96,,False,False,False,False,0,20.5,10,4,0,casual_legit
5,1,12,129,203.2,False,False,False,False,1,5.9,6,4,0,careful_human_attacker
0,0,0,326,257.4,False,False,False,False,0,64.4,5,2,0,casual_legit
0,0,49,0,,True,True,True,False,1,2.2,1,19,1,scraper_bot
0,0,3,214,213.8,False,False,False,False,0,8.3,13,2,0,casual_legit
1,0,43,0,,False,False,True,False,0,0.5,0,12,1,scraper_bot
7,0,20,0,60.2,True,True,True,True,1,1.9,1,1,1,credential_stuffing_bot
2,0,4,141,245.8,False,False,False,True,0,67.1,13,6,0,legit_password_typo
1,0,2,271,260.4,False,False,False,False,0,77.4,7,2,0,casual_legit
0,0,4,225,133.8,False,False,False,False,0,48.0,12,4,0,casual_legit
0,0,6,114,214.1,False,False,False,False,0,9.1,3,5,0,casual_legit
6,0,20,0,,True,True,False,False,2,0.6,1,1,1,credential_stuffing_bot
0,0,39,2,,True,True,True,False,0,1.1,1,11,1,scraper_bot
1,1,12,46,229.1,False,True,False,False,0,13.4,8,4,1,careful_human_attacker
0,0,1,0,,False,False,False,False,0,12.2,6,4,0,mobile_legit
0,0,54,0,,False,True,True,False,1,6.1,0,13,1,scraper_bot
1,0,2,118,189.9,True,False,False,False,0,5.7,11,4,0,legit_on_vpn
0,0,2,29,330.3,False,False,False,False,0,58.3,4,2,0,mobile_legit
8,1,14,1,34.0,True,True,False,False,1,1.9,0,1,1,credential_stuffing_bot
0,1,2,199,314.5,False,False,False,False,0,63.5,13,1,0,legit_password_typo
2,0,17,141,240.1,True,True,False,True,0,23.2,7,4,1,careful_human_attacker
0,0,2,149,229.2,False,False,False,False,0,62.4,9,2,0,casual_legit
0,0,7,152,169.7,True,False,False,False,0,43.9,8,4,0,legit_on_vpn
0,0,5,152,228.7,True,False,False,False,0,21.8,11,2,0,legit_on_vpn
2,0,52,0,,False,True,False,False,0,1.8,0,2,1,credential_stuffing_bot
0,0,32,1,26.0,True,True,False,False,0,1.3,0,19,1,scraper_bot
2,2,5,9,104.0,False,False,True,False,3,9.1,4,3,1,repeat_offender
1,0,0,9,150.1,True,False,False,True,2,4.0,1,5,1,repeat_offender
0,0,3,193,211.2,False,False,False,False,0,36.1,13,3,0,casual_legit
0,0,4,109,237.3,False,False,False,False,0,9.6,19,3,0,legit_password_typo
0,0,2,42,293.3,True,False,False,True,0,64.9,7,1,1,legit_on_vpn
1,0,31,7,105.1,True,False,False,False,3,14.8,3,5,1,repeat_offender
0,0,2,284,261.4,False,False,False,False,0,9.1,18,2,0,casual_legit
5,0,24,0,,True,False,True,True,0,0.3,1,1,1,credential_stuffing_bot
3,1,8,0,59.9,True,False,True,False,2,1.3,0,1,1,credential_stuffing_bot
0,0,1,147,227.8,False,False,False,False,0,37.9,6,4,0,casual_legit
1,0,3,233,302.4,False,False,False,False,0,17.0,12,4,0,casual_legit
1,2,5,226,275.4,False,False,False,False,0,33.3,11,4,1,careful_human_attacker
0,0,2,153,212.6,False,False,False,False,0,26.3,10,4,0,casual_legit
0,1,5,4,48.1,False,False,False,False,2,9.9,3,2,1,repeat_offender
0,0,1,13,400.7,False,False,False,False,1,23.1,7,4,0,mobile_legit
0,1,3,11,319.9,False,False,False,False,0,55.1,6,2,0,mobile_legit
0,0,4,100,216.9,False,False,False,False,0,17.4,14,2,0,casual_legit
0,0,21,0,61.6,False,True,True,True,0,2.5,1,16,1,scraper_bot
0,1,3,188,166.3,False,False,False,False,0,217.8,8,3,0,legit_password_typo
0,0,4,172,165.3,False,False,False,True,0,12.8,7,2,0,legit_password_typo
7,2,7,206,,False,False,False,True,0,6.1,5,2,1,careful_human_attacker
0,1,5,186,324.5,False,False,False,False,0,49.9,10,2,0,casual_legit
0,0,5,172,,False,False,False,False,0,14.1,7,4,0,casual_legit
0,0,3,23,113.1,False,False,False,False,0,4.8,8,2,0,mobile_legit
2,1,19,1,,True,True,False,True,3,1.3,0,2,1,credential_stuffing_bot
0,0,3,21,182.6,False,False,False,False,0,36.3,10,2,0,mobile_legit
2,3,9,128,198.3,True,False,False,False,1,4.4,8,2,0,careful_human_attacker
1,0,6,161,352.3,True,False,False,False,0,103.4,7,2,0,legit_on_vpn
0,0,3,223,196.8,False,False,False,False,0,79.7,6,2,0,casual_legit
0,0,0,235,233.3,False,False,False,False,0,15.1,10,1,0,casual_legit
0,0,4,13,315.7,False,False,False,False,0,21.0,3,2,0,mobile_legit
0,0,2,209,288.5,False,False,False,True,0,7.6,7,2,0,casual_legit
4,0,18,0,40.1,True,False,True,True,3,2.2,0,1,1,credential_stuffing_bot
0,0,66,1,,True,True,True,False,1,3.9,0,19,1,scraper_bot
2,1,14,103,202.9,True,False,False,True,0,19.1,9,1,1,careful_human_attacker
1,0,29,1,25.9,False,False,True,True,0,0.5,1,14,1,scraper_bot
0,0,5,59,225.9,False,False,False,True,0,29.3,10,1,0,casual_legit
1,0,3,336,223.8,False,False,False,False,0,6.5,8,4,0,casual_legit
0,0,5,258,211.8,False,False,False,False,0,16.4,8,3,0,casual_legit
0,0,4,172,206.9,False,False,False,False,0,19.4,12,3,0,casual_legit
1,1,23,8,145.0,True,False,False,False,1,5.2,2,4,1,repeat_offender
0,0,2,24,262.4,False,False,False,False,0,4.7,3,3,0,mobile_legit
6,0,15,9,48.0,True,False,False,True,3,10.3,3,5,1,repeat_offender
0,1,3,134,209.0,True,False,False,False,0,28.3,8,3,0,legit_on_vpn
0,0,1,33,240.3,False,False,False,True,0,24.8,5,3,0,mobile_legit
0,0,1,139,,False,False,False,False,0,93.2,10,2,0,casual_legit
0,0,4,288,226.7,False,False,False,False,0,25.2,10,3,0,casual_legit
0,0,3,340,188.3,False,False,False,False,0,50.1,5,2,0,casual_legit
5,1,17,0,47.5,False,True,False,True,0,2.2,0,1,1,credential_stuffing_bot
3,1,31,0,,True,True,False,True,1,0.3,0,2,1,credential_stuffing_bot
0,0,2,21,180.4,False,False,False,False,0,4.6,3,1,0,mobile_legit
0,0,3,264,245.1,False,False,False,False,0,56.3,5,1,0,casual_legit
0,1,3,156,208.6,False,False,False,False,0,8.8,4,2,0,casual_legit
0,0,1,0,370.6,False,False,False,False,1,7.7,7,1,0,mobile_legit
1,1,5,153,187.1,False,False,False,False,0,18.9,8,2,0,legit_on_vpn
8,0,24,1,15.2,True,False,True,False,0,2.5,0,2,0,credential_stuffing_bot
3,2,3,122,179.6,True,False,False,True,0,43.3,8,3,1,careful_human_attacker
0,0,2,159,167.5,False,False,False,False,0,56.4,12,2,0,casual_legit
0,0,1,113,206.0,False,False,False,False,0,53.4,12,2,1,casual_legit
5,0,26,0,,False,False,False,True,0,0.9,0,1,1,credential_stuffing_bot
0,0,40,1,15.0,False,True,False,False,0,3.3,0,18,1,scraper_bot
0,0,1,271,234.8,False,False,False,False,0,68.9,5,2,0,casual_legit
0,1,2,297,316.6,False,False,False,False,0,36.8,10,4,0,casual_legit
0,0,0,209,243.8,False,False,False,False,0,97.7,6,4,0,casual_legit
0,0,1,19,267.7,False,False,True,False,0,52.1,2,1,0,mobile_legit
1,0,2,15,278.2,False,False,False,False,0,5.6,7,3,0,mobile_legit
